objectid,filename,title,format,description,creator,date,item_information,subject,location,source,identifier,rights,rightsstatement,type,language
campusecho101,https://newspapers.digitalnc.org/lccn/2015236599/1969-05-15/ed-1/seq-6/,Eagles Makes 1970 Selection,application/pdf,Eagle staff selects Most Fashionable and Miss Eagle Spirit.,NCCU The Campus Echo,1969.05.15,single-page; newspaper,Election; Most Fasionable; Eagle Spirit; Barbara Cathey; Yvonne Flowers,"Durham, NC",http://digitalnc.org/,1969.05.15.6.eagles_makes_1970_selection,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho102,https://newspapers.digitalnc.org/lccn/2015236599/1969-05-15/ed-1/seq-7/,"It Happened on Campus 'Return of ""Grier Book""",application/pdf,Newspaper article describing the play held on campus,NCCU The Campus Echo,1969.05.15,single-page; newspaper,Playwright; Fun Facts,"Durham, NC",http://digitalnc.org/,1969.05.15.7.it_happened_on_campus_return_of_grier_book,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho103,https://newspapers.digitalnc.org/lccn/2015236599/1969-05-15/ed-1/seq-7/,Declaration of Blacks,application/pdf,Newspaper article describing the proclamation for black people,NCCU The Campus Echo,1969.05.15,single-page; newspaper,Proclamation; Encouragement; Uplifting,"Durham, NC",http://digitalnc.org/,1969.05.15.7.declaration_of_blacks,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho104,https://newspapers.digitalnc.org/lccn/2015236599/1969-05-15/ed-1/seq-8/,ACP Reviews Movie 'Where Eagles Dare',application/pdf,"Newspaper article reviewing the movie ""Where Eagles Dare""",NCCU The Campus Echo,1969.05.15,single-page; newspaper,Movie Preview; Actor Roles; Violence,"Durham, NC",http://digitalnc.org/,1969.05.15.8.acp_reviews_movie_where_eagles_dare,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho105,https://newspapers.digitalnc.org/lccn/2015236599/1969-05-15/ed-1/seq-8/,"A Television Special of Interest ""Cosmopolis""",application/pdf,"Newspaper article previewing new TV show ""Cosmopolis""",NCCU The Campus Echo,1969.05.15,single-page; newspaper,TV Show Preview,"Durham, NC",http://digitalnc.org/,1969.05.15.8.a_television_special_of_interest_cosmopolis,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho106,https://newspapers.digitalnc.org/search/pages/results/?lccn=2015236599&lccn=2015236750&sequence=1&date1=1969-07-30&date2=1969-07-30&dateFilterType=range&sort=date,N.C.C Become University,application/pdf,Newspaper article describing the origins of NCCU,NCCU The Campus Echo,1969.07.30,single-page; newspaper,Accreditation; University Name History; Origins of School Infrastructure; University Values; Courses Offered,"Durham, NC",http://digitalnc.org/,1969.07.30.1.ncc_become_university,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho107,https://newspapers.digitalnc.org/search/pages/results/?lccn=2015236599&lccn=2015236750&sequence=1&date1=1969-07-30&date2=1969-07-30&dateFilterType=range&sort=date,Placement Bureau Reports Success,application/pdf,Newspaper article describing job success for NCCU students,NCCU The Campus Echo,1969.07.30,single-page; newspaper,NCCU Graduates Employment; Employee Recruitment; Employee & Job Characteristics,"Durham, NC",http://digitalnc.org/,1969.07.30.1.placement_bureau_report_success,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho108,https://newspapers.digitalnc.org/search/pages/results/?lccn=2015236599&lccn=2015236750&sequence=1&date1=1969-07-30&date2=1969-07-30&dateFilterType=range&sort=date,Students Come From 31 County Region,application/pdf,Newspaper article describing students home counties that comprise NCCU,NCCU The Campus Echo,1969.07.30,single-page; newspaper,Student Demographics,"Durham, NC",http://digitalnc.org/,1969.07.30.1.students_come_from_31_county_region,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho109,https://newspapers.digitalnc.org/search/pages/results/?lccn=2015236599&lccn=2015236750&sequence=1&date1=1969-07-30&date2=1969-07-30&dateFilterType=range&sort=date,Remarks From the Director,application/pdf,Newspaper article describing summer school and the options offered,NCCU The Campus Echo,1969.07.30,single-page; newspaper,Summer School; Student Demographics; Special Education,"Durham, NC",http://digitalnc.org/,1969.07.30.2.remarks_from_the_director,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho110,https://newspapers.digitalnc.org/search/pages/results/?lccn=2015236599&lccn=2015236750&sequence=1&date1=1969-07-30&date2=1969-07-30&dateFilterType=range&sort=date,Dr. Knight Studies Retarded Self-View,application/pdf,Newspaper article describing self-concept between white and black kids,NCCU The Campus Echo,1969.07.30,single-page; newspaper,Self-Concept,"Durham, NC",http://digitalnc.org/,1969.07.30.2.dr_knight_studies_retarded_self-view,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho111,https://newspapers.digitalnc.org/search/pages/results/?lccn=2015236599&lccn=2015236750&sequence=1&date1=1969-07-30&date2=1969-07-30&dateFilterType=range&sort=date,Mrs. Lucas Is Proud of Speech Clinic,application/pdf,Newspaper article describing the speech and hearing program at central,NCCU The Campus Echo,1969.07.30,single-page; newspaper,Speech Evaluation; Hearing Evaluation; Staff; Program Goals; Therapy Process; Course Description,"Durham, NC",http://digitalnc.org/,1969.07.30.2.mrs_lucas_is_proud_of_speech_clinic,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
